"","run.code","focus.Rdisp","position.Rdisp","strategy.Rdisp"
"90","run090",0.391087732373504,0.47763882376423,"pure.bully"
"91","run091",0.490136389618729,0.452269284638552,"pure.bully"
"92","run092",0.444924837848463,0.361421047023139,"downward.heuristic"
"93","run093",0.358222411616167,0.451811678367021,"pure.bully"
"94","run094",0.326103036196219,0.431062306001488,"downward.heuristic"
"95","run095",0.463426197056454,0.462966064233528,"downward.heuristic"
"96","run096",0.437898943370824,0.392652315778298,"downward.heuristic"
"97","run097",0.556443093642827,0.311357354767296,"downward.heuristic"
"98","run098",0.492430830632961,0.474900711321607,"downward.heuristic"
"99","run099",0.313113911270199,0.507250124018627,"pure.bully"
"100","run100",0.304124966458963,0.471348351608088,"pure.bully"
